	family	subfamily	genus	species	sample-1_1093_6313	sample-1_10_102032	sample-1_11_101626	sample-1_12_101623	sample-1_13_99291	sample-1_15_98423	sample-1_16_98401	sample-1_17_96846	sample-1_18_96565	sample-1_1971_3823	sample-1_19_96211	sample-1_1_194036	sample-1_2023_3705	sample-1_2087_3578	sample-1_20_95736	sample-1_21_95604	sample-1_22_93708	sample-1_2370_3154	sample-1_23_92914	sample-1_241_22966	sample-1_2468_3000	sample-1_2475_2996	sample-1_2496_2968	sample-1_24_92306	sample-1_2557_2904	sample-1_273_20403	sample-1_2809_2618	sample-1_2895_2535	sample-1_2_180874	sample-1_309_18290	sample-1_30_80291	sample-1_3125_2250	sample-1_3157_2206	sample-1_3406_1938	sample-1_3423_1921	sample-1_347_16656	sample-1_352_16508	sample-1_3596_1751	sample-1_3635_1721	sample-1_3643_1714	sample-1_3684_1680	sample-1_3983_1483	sample-1_3_171347	sample-1_4061_1441	sample-1_41_65330	sample-1_4226_1355	sample-1_4390_1275	sample-1_4409_1266	sample-1_4411_1265	sample-1_4677_1147	sample-1_4798_1110	sample-1_4954_1063	sample-1_4981_1057	sample-1_4_157545	sample-1_516_11797	sample-1_5191_1012	sample-1_5_155540	sample-1_6_155389	sample-1_7_152939	sample-1_9_104613
3300008299_____Ga0114868_1000151	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.077	0.062	0.057	0.169	0.071	0.0	0.243	0.126	0.25	0.167	0.057	0.065	0.06	0.167	0.066	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.162	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
3300008326_____Ga0115311_100028	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.292	0.071	0.0	0.122	0.255	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.295	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
3300008360_____Ga0114875_1000146	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hiberniae	0.167	0.414	0.422	0.362	0.51	0.062	0.953	0.079	0.367	0.0	0.078	0.073	0.5	0.667	0.914	0.935	0.95	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.4	0.031	0.28	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.022	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.389
3300008479_____Ga0114883_1000181	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus communis	0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.135	0.071	0.0	0.757	0.109	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
3300008497_____Ga0111011_100059	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.336	0.273	0.314	0.317	0.062	0.283	0.079	0.306	0.0	0.078	0.066	0.5	0.667	0.286	0.308	0.3	0.167	0.11	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.036	0.52	0.076	0.0	1.0	1.0	1.0	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.016	0.015	0.287
3300008513_____Ga0111022_100109	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus gastrointestinalis	0.167	0.086	0.078	0.048	0.087	0.044	0.066	0.674	0.061	0.0	0.13	0.623	0.25	0.167	0.067	0.075	0.07	0.167	0.099	0.926	0.5	0.0	0.2	0.023	0.5	0.182	0.0	0.0	0.018	0.08	0.714	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
3300008520_____Ga0111044_100220	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.266	0.333	0.327	0.062	0.302	0.079	0.337	0.0	0.078	0.066	0.5	0.667	0.305	0.327	0.32	0.167	0.11	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.56	0.076	0.0	1.0	1.0	1.0	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.324
3300008523_____Ga0115231_1000091	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
3300008716_____Ga0113874_100156	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hiberniae	0.167	0.397	0.414	0.324	0.481	0.062	0.915	0.079	0.367	0.0	0.07	0.07	0.5	0.5	0.895	0.907	0.91	0.167	0.088	0.111	0.5	0.0	0.6	0.023	0.5	0.409	0.0	0.2	0.022	0.28	0.086	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.013	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.361
3300008716_____Ga0113874_100160	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.252	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
3300008725_____Ga0115670_1000139	Suoliviridae	Loutivirinae	Buchavirus	Buchavirus hiberniae	0.167	0.586	0.312	0.629	0.548	0.062	0.358	0.124	0.622	0.0	0.078	0.129	0.5	0.667	0.362	0.364	0.38	0.167	0.088	0.148	0.5	0.0	0.8	0.015	0.5	0.455	0.333	0.4	0.027	0.28	0.143	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.565
3300008737_____Ga0113999_100109	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.266	0.333	0.327	0.062	0.302	0.079	0.337	0.0	0.078	0.066	0.5	0.667	0.305	0.327	0.32	0.167	0.11	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.56	0.076	0.0	1.0	1.0	1.0	0.2	0.1	0.0	1.0	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.324
3300013752_____Ga0117817_1000004	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus coli	0.167	0.371	0.305	0.352	0.308	0.053	0.368	0.079	0.347	0.0	0.087	0.066	0.5	0.667	0.371	0.393	0.39	0.167	0.088	0.111	0.5	0.0	0.6	0.015	0.5	0.955	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.75	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.016	0.015	0.343
3300013899_____Ga0117808_100015	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.07	0.057	0.077	0.062	0.066	0.326	0.082	0.0	0.122	0.258	0.25	0.167	0.067	0.084	0.07	0.0	0.055	0.222	0.0	0.0	0.2	0.03	0.0	0.136	0.0	0.2	0.027	0.08	0.295	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
3300013946_____Ga0117818_1000018	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.146	0.071	0.0	0.243	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
3300014538_____Ga0134452_100100	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus intestinalis	0.167	0.371	0.422	0.362	0.519	0.08	0.679	0.067	0.378	0.0	0.078	0.066	0.5	0.667	0.686	0.71	0.69	0.167	0.077	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.2	0.027	0.32	0.076	0.0	1.0	1.0	0.75	0.1	0.1	0.0	0.5	1.0	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.158	1.0	0.009	0.01	0.01	0.343
3300014547_____Ga0134415_100047	Steigviridae	Asinivirinae	Kahnovirus	Kahnovirus copri	0.167	0.147	0.07	0.095	0.115	0.584	0.057	0.079	0.082	0.0	0.07	0.06	0.25	0.333	0.057	0.075	0.06	0.833	0.44	0.111	0.5	0.0	0.2	0.008	0.5	0.273	1.0	0.2	0.049	0.12	0.057	0.0	1.0	1.0	0.5	0.65	0.1	0.0	0.5	0.333	1.0	0.0	0.048	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.632	1.0	0.005	0.005	0.005	0.074
3300014553_____Ga0134451_100057	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus coli	0.167	0.371	0.305	0.324	0.298	0.053	0.34	0.079	0.327	0.0	0.096	0.066	0.5	0.667	0.343	0.364	0.36	0.167	0.088	0.111	0.5	0.0	0.6	0.023	0.5	0.818	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.75	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.343
3300014712_____Ga0134412_100037	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.146	0.071	0.0	0.243	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
3300014744_____Ga0134393_100057	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.146	0.071	0.0	0.243	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
3300014788_____Ga0134381_1000049	Suoliviridae	Uncouvirinae	Birpovirus	Birpovirus hominis	0.167	0.517	0.414	0.4	0.375	0.08	0.575	0.101	0.5	0.0	0.07	0.076	0.5	0.833	0.581	0.589	0.6	0.167	0.121	0.111	0.5	0.0	0.8	0.038	0.5	0.5	0.0	0.0	0.018	0.28	0.086	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.039	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.028	0.158	1.0	0.027	0.031	0.03	0.472
3300014788_____Ga0134381_1000061	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.292	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
3300014919_____Ga0169798_100120	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.258	0.305	0.308	0.062	0.302	0.079	0.337	0.0	0.07	0.066	0.5	0.5	0.305	0.318	0.32	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.6	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.315
3300014921_____Ga0169822_100099	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.258	0.305	0.317	0.062	0.302	0.079	0.337	0.0	0.078	0.066	0.5	0.5	0.305	0.318	0.32	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.036	0.56	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.315
3300014936_____Ga0169833_100099	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.077	0.062	0.057	0.169	0.071	0.0	0.243	0.126	0.25	0.167	0.057	0.065	0.06	0.167	0.066	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.162	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
3300014944_____Ga0134440_100138	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.077	0.062	0.057	0.169	0.071	0.0	0.243	0.126	0.25	0.167	0.057	0.065	0.06	0.167	0.066	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.162	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
3300014963_____Ga0134523_1000562	Intestiviridae	Crudevirinae	Endlipuvirus	Endlipuvirus intestinihominis	0.0	0.103	0.055	0.057	0.077	0.071	0.075	0.292	0.082	0.0	0.13	0.248	0.25	0.167	0.076	0.093	0.07	0.0	0.044	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.031	0.08	0.295	0.0	1.0	0.0	0.25	0.15	1.0	0.167	0.0	0.333	0.5	0.0	0.039	1.0	0.023	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.074
3300014971_____Ga0134442_1000062	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.258	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.295	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
4_lib200738_4	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.062	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.252	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
5_lib200737_3	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.315	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
A1_NODE_2_length_99974_cov_261.284550	Suoliviridae	Boorivirinae	Canhaevirus	Canhaevirus hiberniae	0.167	0.328	0.266	0.295	0.269	0.062	0.283	0.067	0.296	0.0	0.07	0.063	0.5	0.667	0.286	0.299	0.3	0.167	0.099	0.111	0.5	0.0	0.8	0.015	0.5	0.364	0.333	0.2	0.022	0.56	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.013	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.105	1.0	0.023	0.021	0.02	0.269
A2_NODE_3_length_92367_cov_12.069243	Intestiviridae	Crudevirinae	Diorhovirus	Diorhovirus copri	0.0	0.103	0.055	0.048	0.087	0.053	0.085	0.337	0.082	0.0	0.13	0.275	0.25	0.167	0.086	0.093	0.08	0.0	0.066	0.259	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.027	0.08	0.324	0.0	1.0	0.0	0.25	0.1	0.8	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.023	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.074
AP017903_1_99517	Suoliviridae		Dechshavirus	Dechshavirus japanensis	0.167	0.095	0.07	0.086	0.087	0.044	0.094	0.034	0.092	0.0	0.035	0.04	0.5	0.333	0.095	0.112	0.1	0.167	0.055	0.111	0.5	0.0	0.4	0.008	0.5	0.318	0.0	0.0	0.009	0.12	0.038	0.0	1.0	1.0	0.5	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.009	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.074
B7_NODE_1_length_96266_cov_47.336375	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus intestinalis	0.167	0.129	0.078	0.057	0.087	0.044	0.066	0.888	0.071	0.0	0.13	0.662	0.25	0.167	0.067	0.075	0.07	0.167	0.099	0.704	0.5	0.0	0.2	0.023	0.5	0.273	0.0	0.0	0.018	0.08	0.629	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.026	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
C12_NODE_4_length_93683_cov_7.991701	Suoliviridae	Boorivirinae	Culoivirus	Culoivirus americanus	0.167	0.353	0.258	0.276	0.288	0.062	0.321	0.079	0.296	0.0	0.078	0.066	0.5	0.667	0.324	0.336	0.34	0.167	0.088	0.111	0.5	0.0	0.8	0.015	0.5	0.364	0.333	0.0	0.027	0.88	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.032	0.105	1.0	0.027	0.021	0.03	0.306
CF1_ms_1	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.315	0.071	0.0	0.122	0.252	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
CS_crAss_ms_9	Steigviridae	Asinivirinae	Kahnovirus	Kahnovirus copri	0.167	0.147	0.055	0.067	0.067	0.54	0.047	0.056	0.082	0.0	0.061	0.046	0.25	0.167	0.048	0.065	0.05	0.667	0.407	0.111	0.5	0.0	0.2	0.008	0.5	0.273	1.0	0.2	0.04	0.08	0.048	0.0	1.0	1.0	0.25	0.65	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.632	1.0	0.005	0.005	0.005	0.065
E11_NODE_1_length_96694_cov_1258.521291	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.266	0.324	0.337	0.062	0.311	0.09	0.337	0.0	0.07	0.073	0.5	0.667	0.314	0.327	0.33	0.167	0.121	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.56	0.076	0.0	1.0	1.0	1.0	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.022	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.324
E12_NODE_1_length_99984_cov_69.391838	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.353	0.258	0.295	0.308	0.062	0.311	0.09	0.327	0.0	0.07	0.073	0.5	0.5	0.314	0.318	0.33	0.167	0.11	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.56	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.018	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.306
EM181_T3_ms_1	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus intestinalis	0.167	0.129	0.078	0.057	0.087	0.044	0.066	0.899	0.071	0.0	0.13	0.662	0.25	0.167	0.067	0.075	0.07	0.167	0.11	0.704	0.5	0.0	0.2	0.023	0.5	0.273	0.0	0.0	0.018	0.08	0.629	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
EM195_T0_ms_1	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.062	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
EM200_T3_ms_2	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.078	0.031	0.029	0.038	0.053	0.028	0.124	0.051	0.0	0.183	0.096	0.25	0.167	0.029	0.047	0.03	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.018	0.08	0.124	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.046
EM210_T0_ms_1	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.315	0.082	0.0	0.122	0.252	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
EM245_T3_ms_3	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.258	0.305	0.308	0.062	0.302	0.079	0.337	0.0	0.078	0.066	0.5	0.5	0.305	0.318	0.32	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.56	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.315
ERR589440_NODE_121_length_98649_cov_14.7648	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.303	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
