contigID	superkingdom	phylum	class	order	family	genus	species
virus_comp_16613_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Salasmaviridae	Cepunavirus	NA
virus_comp_16631_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16634_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16639_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16899_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_16953_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16955_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_16956_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Myoviridae sp. ctqgO2
virus_comp_16968_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16971_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17302_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buchavirus	Buchavirus coli
virus_comp_17344_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_17625_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17664_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_17680_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17731_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17809_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17810_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Birpovirus	NA
virus_comp_17811_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_17813_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17814_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17815_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17816_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17846_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17848_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17849_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17853_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17856_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17857_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17907_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17909_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_17910_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_17911_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_17915_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17918_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_17984_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17991_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17992_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_17994_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Leicestervirus	NA
virus_comp_17995_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	NA
virus_comp_18095_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18104_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18110_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18113_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18116_cycle_1	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	NA
virus_comp_18118_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18132_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	NA	NA
virus_comp_18133_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_18138_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_18139_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_18140_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18142_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_18144_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18198_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	NA
virus_comp_18200_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_18201_cycle_1	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	NA
virus_comp_18202_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_18205_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18206_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Gokushovirus WZ-2015a
virus_comp_18207_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18215_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_18216_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18349_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18352_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_18362_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Herelleviridae	NA	NA
virus_comp_18365_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Becedseptimavirus	NA
virus_comp_18378_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	NA
virus_comp_18493_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_18495_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_18497_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_18547_cycle_1	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	NA
edge_295	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_300	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_302	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1494	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1495	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1496	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1497	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1501	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1509	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1512	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_957	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Jahgtovirus	NA
edge_965	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Jahgtovirus	NA
edge_967	Viruses	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	CrAss-like virus sp
virus_comp_122_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Bixzunavirus	NA
virus_comp_124_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_125_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	NA	NA
virus_comp_129_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	NA	NA
virus_comp_133_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Aurodevirus	NA
virus_comp_135_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_142_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Donellivirus	NA
virus_comp_222_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Canhaevirus	NA
virus_comp_231_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Aurodevirus	NA
virus_comp_244_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15630_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_15634_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15644_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_15652_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15665_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Leicestervirus	NA
virus_comp_15770_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15783_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15798_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15895_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15930_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_15951_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15956_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_15959_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buchavirus	NA
virus_comp_15964_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15981_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16141_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_16165_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16235_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_16238_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_16243_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2572_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2573_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2574_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2617_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2623_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2626_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	CrAss-like virus sp
virus_comp_2632_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2633_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2636_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microvirus sp.
virus_comp_2675_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2679_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2682_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2683_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2684_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2686_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2689_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2692_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2696_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2697_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Casjensviridae	Gediminasvirus	NA
virus_comp_2718_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2719_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2721_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2724_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2725_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2728_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2753_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2757_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2758_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2760_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_12624_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12715_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_12720_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12725_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_12741_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12742_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_12747_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	NA
virus_comp_12834_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_12841_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA
virus_comp_12862_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Svunavirus	NA
virus_comp_12869_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_12870_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12871_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12875_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_12877_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12897_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12982_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Salasmaviridae	Cepunavirus	NA
virus_comp_12990_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_12995_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_12998_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_13000_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13009_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13013_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctcj91
virus_comp_13156_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_13172_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_13174_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Pahexavirus	NA
virus_comp_13180_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Carjivirus	NA
virus_comp_13193_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_13195_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13206_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_13309_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	NA	NA
virus_comp_13310_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13350_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13374_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_13381_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13388_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus fd13
virus_comp_13432_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13528_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13543_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13555_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13560_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_13571_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Salasmaviridae	Cepunavirus	NA
virus_comp_13573_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13574_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_13579_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13585_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13601_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13614_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13616_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_13697_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_13718_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_13719_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13730_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13759_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13761_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_13762_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus P680
virus_comp_13764_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_13796_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13807_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13812_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13816_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13821_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13825_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13844_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_13880_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_13896_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13909_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_13923_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13980_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13983_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13989_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14001_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14006_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_14010_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14013_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14019_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14025_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14039_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14041_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctFPV4
virus_comp_14052_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_14067_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Obolenskvirus	NA
virus_comp_14071_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_14093_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_11679_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11680_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11681_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11684_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11689_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11703_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11707_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11715_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	NA
virus_comp_11721_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11752_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_11772_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	NA	NA
virus_comp_11786_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_11824_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_11841_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Sherbrookevirus	NA
virus_comp_3243_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3246_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3247_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3251_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Spbetavirus	NA
virus_comp_3259_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3262_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Axeltriavirus	NA
virus_comp_3728_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3730_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_3732_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3737_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3742_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3744_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2523_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2524_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_2525_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2527_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
